Date,PRCP,SNOW,099AX,099IN,99EAN,HDD1,CDD1
6/9/1999,0,0,91,67,79,0,14
6/10/1999,0,0,91,70,80.5,0,16
6/11/1999,0,0,90,69,79.5,0,15
6/12/1999,1.93,0,85,68,76.5,0,12
6/13/1999,0.96,0,77,64,70.5,0,6
6/14/1999,0,0,76,60,68,0,3
6/15/1999,0,0,69,55,62,3,0
6/16/1999,0.02,0,67,53,60,5,0
6/17/1999,0,0,69,49,59,6,0
6/18/1999,0,0,75,46,60.5,4,0
6/19/1999,0,0,76,57,66.5,0,2
6/20/1999,0,0,77,57,67,0,2
6/21/1999,0,0,83,64,73.5,0,9
6/22/1999,0.03,0,87,67,77,0,12
6/23/1999,0.2,0,84,66,75,0,10
6/24/1999,0.39,0,82,67,74.5,0,10
6/25/1999,0,0,86,64,75,0,10
6/26/1999,0.5,0,84,67,75.5,0,11
6/27/1999,0.04,0,86,70,78,0,13
6/28/1999,0,0,85,69,77,0,12
6/29/1999,0.03,0,74,61,67.5,0,3
6/30/1999,0,0,77,59,68,0,3
7/1/1999,0.26,0,79,68,73.5,0,9
7/2/1999,0.02,0,84,64,74,0,9
7/3/1999,0,0,90,76,83,0,18
7/4/1999,0,0,91,74,82.5,0,18
7/5/1999,0,0,91,74,82.5,0,18
7/6/1999,0,0,88,71,79.5,0,15
7/7/1999,0,0,85,64,74.5,0,10
7/8/1999,0,0,86,59,72.5,0,8
7/9/1999,0,0,86,70,78,0,13
7/10/1999,0,0,76,60,68,0,3
7/11/1999,0,0,80,58,69,0,4
7/12/1999,0,0,82,57,69.5,0,5
7/13/1999,0,0,83,57,70,0,5
7/14/1999,0,0,85,56,70.5,0,6
7/15/1999,0,0,88,61,74.5,0,10
7/16/1999,0,0,91,65,78,0,13
7/17/1999,0.11,0,84,70,77,0,12
7/18/1999,0,0,91,66,78.5,0,14
7/19/1999,1.13,0,91,70,80.5,0,16
7/20/1999,0.16,0,91,72,81.5,0,17
7/21/1999,0,0,92,71,81.5,0,17
7/22/1999,0,0,93,74,83.5,0,19
7/23/1999,0.32,0,93,73,83,0,18
7/24/1999,0,0,92,71,81.5,0,17
7/25/1999,0,0,94,71,82.5,0,18
7/26/1999,0,0,90,74,82,0,17
7/27/1999,1.05,0,90,70,80,0,15
7/28/1999,0.77,0,89,69,79,0,14
7/29/1999,0,0,95,71,83,0,18
7/30/1999,0,0,96,76,86,0,21
7/31/1999,0,0,86,75,80.5,0,16
8/1/1999,0,0,85,69,77,0,12
8/2/1999,0,0,82,64,73,0,8
8/3/1999,0,0,82,63,72.5,0,8
8/4/1999,0,0,84,64,74,0,9
8/5/1999,0,0,83,60,71.5,0,7
8/6/1999,0,0,84,59,71.5,0,7
8/7/1999,0.69,0,83,64,73.5,0,9
8/8/1999,0.08,0,77,59,68,0,3
8/9/1999,0,0,78,56,67,0,2
8/10/1999,0,0,87,59,73,0,8
8/11/1999,0,0,86,66,76,0,11
8/12/1999,2.96,0,85,67,76,0,11
8/13/1999,0.93,0,82,64,73,0,8
8/14/1999,0,0,74,58,66,0,1
8/15/1999,0,0,77,55,66,0,1
8/16/1999,0,0,85,55,70,0,5
8/17/1999,0,0,88,64,76,0,11
8/18/1999,0,0,79,62,70.5,0,6
8/19/1999,0,0,78,62,70,0,5
8/20/1999,0,0,79,58,68.5,0,4
8/21/1999,0,0,80,53,66.5,0,2
8/22/1999,0,0,83,58,70.5,0,6
8/23/1999,0.39,0,85,64,74.5,0,10
8/24/1999,0.29,0,75,60,67.5,0,3
8/25/1999,0,0,80,58,69,0,4
8/26/1999,0,0,83,62,72.5,0,8
8/27/1999,0,0,86,62,74,0,9
8/28/1999,0,0,88,63,75.5,0,11
8/29/1999,0,0,86,58,72,0,7
8/30/1999,0,0,75,54,64.5,0,0
8/31/1999,0,0,78,54,66,0,1
9/1/1999,0,0,90,57,73.5,0,9
9/2/1999,0,0,91,61,76,0,11
9/3/1999,0,0,90,64,77,0,12
9/4/1999,0,0,92,65,78.5,0,14
9/5/1999,0,0,94,63,78.5,0,14
9/6/1999,0,0,80,99,99,0,0
9/7/1999,0,0,84,53,68.5,0,4
9/8/1999,0,0,84,54,69,0,4
9/9/1999,0,0,76,46,61,4,0
9/10/1999,0,0,78,45,61.5,3,0
9/11/1999,0,0,88,52,70,0,5
9/12/1999,0.13,0,84,62,73,0,8
9/13/1999,0,0,71,48,59.5,5,0
9/14/1999,0,0,75,45,60,5,0
9/15/1999,0,0,75,52,63.5,1,0
9/16/1999,0,0,73,48,60.5,4,0
9/17/1999,0,0,74,45,59.5,5,0
9/18/1999,0,0,80,47,63.5,1,0
9/19/1999,0,0,74,50,62,3,0
9/20/1999,0,0,73,48,60.5,4,0
9/21/1999,0,0,66,42,54,11,0
9/22/1999,0,0,73,38,55.5,9,0
9/23/1999,0,0,80,42,61,4,0
9/24/1999,0,0,76,52,64,1,0
9/25/1999,0,0,88,47,67.5,0,3
9/26/1999,0,0,86,50,68,0,3
9/27/1999,0,0,88,60,74,0,9
9/28/1999,1.53,0,85,53,69,0,4
9/29/1999,0.25,0,66,44,55,10,0
9/30/1999,0,0,69,39,54,11,0
10/1/1999,0,0,71,44,57.5,7,0
10/2/1999,0.02,0,58,44,51,14,0
10/3/1999,0.69,0,48,43,45.5,19,0
10/4/1999,0,0,56,36,46,19,0
10/5/1999,0,0,64,33,48.5,16,0
10/6/1999,0,0,70,40,55,10,0
10/7/1999,0,0,74,43,58.5,6,0
10/8/1999,0.64,0,65,51,58,7,0
10/9/1999,0.5,0,66,60,63,2,0
10/10/1999,0,0,78,59,68.5,0,4
10/11/1999,0,0,72,47,59.5,5,0
10/12/1999,0,0,77,44,60.5,4,0
10/13/1999,0,0,69,43,56,9,0
10/14/1999,0,0,63,37,50,15,0
10/15/1999,0,0,79,40,59.5,5,0
10/16/1999,0.07,0,76,54,65,0,0
10/17/1999,0,0,54,41,47.5,17,0
10/18/1999,0,0,56,32,44,21,0
10/19/1999,0,0,61,31,46,19,0
10/20/1999,0,0,55,32,43.5,21,0
10/21/1999,0,0,70,32,51,14,0
10/22/1999,0,0,59,42,50.5,14,0
10/23/1999,0,0,52,34,43,22,0
10/24/1999,0,0,53,30,41.5,23,0
10/25/1999,0,0,65,27,46,19,0
10/26/1999,0,0,69,37,53,12,0
10/27/1999,0,0,69,38,53.5,11,0
10/28/1999,0,0,80,43,61.5,3,0
10/29/1999,0,0,78,48,63,2,0
10/30/1999,0,0,75,48,61.5,3,0
10/31/1999,0,0,76,55,65.5,0,1
11/1/1999,0.49,0,78,46,62,3,0
11/2/1999,0,0,46,29,37.5,27,0
11/3/1999,0,0,50,25,37.5,27,0
11/4/1999,0,0,63,26,44.5,20,0
11/5/1999,0,0,73,45,59,6,0
11/6/1999,0,0,66,44,55,10,0
11/7/1999,0,0,61,44,52.5,12,0
11/8/1999,0,0,77,40,58.5,6,0
11/9/1999,0,0,74,52,63,2,0
11/10/1999,0,0,73,50,61.5,3,0
11/11/1999,0,0,59,38,48.5,16,0
11/12/1999,0,0,64,34,49,16,0
11/13/1999,0,0,74,39,56.5,8,0
11/14/1999,0,0,60,33,46.5,18,0
11/15/1999,0,0,55,29,42,23,0
11/16/1999,0,0,52,29,40.5,24,0
11/17/1999,0,0,51,29,40,25,0
11/18/1999,0,0,71,34,52.5,12,0
11/19/1999,0.05,0,58,40,49,16,0
11/20/1999,0,0,48,30,39,26,0
11/21/1999,0.01,0,56,29,42.5,22,0
11/22/1999,0.05,0,66,45,55.5,9,0
11/23/1999,0.21,0,62,42,52,13,0
11/24/1999,0,0,49,34,41.5,23,0
11/25/1999,0,0,44,31,37.5,27,0
11/26/1999,0,0,51,33,42,23,0
11/27/1999,0,0,55,37,46,19,0
11/28/1999,0,0,49,30,39.5,25,0
11/29/1999,0,0,41,27,34,31,0
11/30/1999,0,0,42,22,32,33,0
12/1/1999,0,0,47,20,33.5,31,0
12/2/1999,0,0,60,31,45.5,19,0
12/3/1999,0.02,0,57,50,53.5,11,0
12/4/1999,0.06,0,59,54,56.5,8,0
12/5/1999,0.78,0.3,57,32,44.5,20,0
12/6/1999,0,0,37,27,32,33,0
12/7/1999,0,0,44,26,35,30,0
12/8/1999,0,0,49,29,39,26,0
12/9/1999,0.27,0,55,31,43,22,0
12/10/1999,0.01,0,42,27,34.5,30,0
12/11/1999,0,0,43,22,32.5,32,0
12/12/1999,0.05,0,40,35,37.5,27,0
12/13/1999,0.1,0,45,33,39,26,0
12/14/1999,0.39,0,39,33,36,29,0
12/15/1999,0.1,0.3,40,31,35.5,29,0
12/16/1999,0,0,31,24,27.5,37,0
12/17/1999,0.01,0.2,40,26,33,32,0
12/18/1999,0,0,33,24,28.5,36,0
12/19/1999,0,0,42,26,34,31,0
12/20/1999,0.01,0.2,38,12,25,40,0
12/21/1999,0,0,21,7,14,51,0
12/22/1999,0.02,0.2,25,7,16,49,0
12/23/1999,0.14,3,25,11,18,47,0
12/24/1999,0.04,0.3,25,2,13.5,51,0
12/25/1999,0,0,27,-5,11,54,0
12/26/1999,0,0,33,21,27,38,0
12/27/1999,0.05,1.5,26,5,15.5,49,0
12/28/1999,0,0,34,5,19.5,45,0
12/29/1999,0,0,46,28,37,28,0
12/30/1999,0,0,42,27,34.5,30,0
12/31/1999,0,0,47,24,35.5,29,0
1/1/2000,0,0,54,26,40,25,0
1/2/2000,0,0,60,38,49,16,0
1/3/2000,0.63,0,49,34,41.5,23,0
1/4/2000,0,0,34,20,27,38,0
1/5/2000,0,0,28,18,23,42,0
1/6/2000,0,0,44,25,34.5,30,0
1/7/2000,0,0,35,24,29.5,35,0
1/8/2000,0.01,0,40,22,31,34,0
1/9/2000,0.02,0,44,36,40,25,0
1/10/2000,0.01,0,52,37,44.5,20,0
1/11/2000,0,0,39,30,34.5,30,0
1/12/2000,0,0,46,24,35,30,0
1/13/2000,0,0,31,18,24.5,40,0
1/14/2000,0,0,33,13,23,42,0
1/15/2000,0,0,49,24,36.5,28,0
1/16/2000,0,0,39,26,32.5,32,0
1/17/2000,0,0,28,21,24.5,40,0
1/18/2000,0,0,35,24,29.5,35,0
1/19/2000,0.39,4.6,30,18,24,41,0
1/20/2000,0,0,26,0,13,52,0
1/21/2000,0,0,16,-4,6,59,0
1/22/2000,0.15,2,30,8,19,46,0
1/23/2000,0,0,29,2,15.5,49,0
1/24/2000,0,0,14,-4,5,60,0
1/25/2000,0.01,0.1,22,1,11.5,53,0
1/26/2000,0,0,18,7,12.5,52,0
1/27/2000,0,0,23,6,14.5,50,0
1/28/2000,0,0,24,3,13.5,51,0
1/29/2000,0.29,3.7,26,18,22,43,0
1/30/2000,0.03,0.6,25,16,20.5,44,0
1/31/2000,0,0,26,9,17.5,47,0
2/1/2000,0,0,28,15,21.5,43,0
2/2/2000,0,0,31,8,19.5,45,0
2/3/2000,0.02,0,39,27,33,32,0
2/4/2000,0.04,0.9,30,16,23,42,0
2/5/2000,0,0,30,10,20,45,0
2/6/2000,0,0,36,14,25,40,0
2/7/2000,0,0,32,24,28,37,0
2/8/2000,0,0,38,13,25.5,39,0
2/9/2000,0,0,54,99,99,0,0
2/10/2000,0.2,0,53,32,42.5,22,0
2/11/2000,0,0,32,25,28.5,36,0
2/12/2000,0,0,42,22,32,33,0
2/13/2000,0.02,0,35,28,31.5,33,0
2/14/2000,0,0,32,28,30,35,0
2/15/2000,0,0,45,30,37.5,27,0
2/16/2000,0,0,42,21,31.5,33,0
2/17/2000,0.02,0,41,20,30.5,34,0
2/18/2000,1.39,0,35,30,32.5,32,0
2/19/2000,0,0,33,29,31,34,0
2/20/2000,0,0,44,27,35.5,29,0
2/21/2000,0,0,53,25,39,26,0
2/22/2000,0,0,64,44,54,11,0
2/23/2000,0.04,0,65,43,54,11,0
2/24/2000,0.08,0,69,48,58.5,6,0
2/25/2000,0,0,72,46,59,6,0
2/26/2000,0.46,0,60,50,55,10,0
2/27/2000,0,0,53,33,43,22,0
2/28/2000,0,0,59,29,44,21,0
2/29/2000,0.13,0,66,36,51,14,0
3/1/2000,0.02,0,52,36,44,21,0
3/2/2000,0,0,47,30,38.5,26,0
3/3/2000,0,0,46,28,37,28,0
3/4/2000,0,0,57,28,42.5,22,0
3/5/2000,0,0,68,36,52,13,0
3/6/2000,0,0,69,34,51.5,13,0
3/7/2000,0,0,79,45,62,3,0
3/8/2000,0.05,0,77,45,61,4,0
3/9/2000,0,0,61,34,47.5,17,0
3/10/2000,0,0,38,32,35,30,0
3/11/2000,0.19,2.2,32,22,27,38,0
3/12/2000,0,0,41,16,28.5,36,0
3/13/2000,0,0,52,30,41,24,0
3/14/2000,0.01,0,55,26,40.5,24,0
3/15/2000,0,0,70,38,54,11,0
3/16/2000,0,0,48,29,38.5,26,0
3/17/2000,0,0,44,25,34.5,30,0
3/18/2000,0,0,44,24,34,31,0
3/19/2000,1.04,0,50,39,44.5,20,0
3/20/2000,0.28,0,50,41,45.5,19,0
3/21/2000,0,0,50,38,44,21,0
3/22/2000,0,0,60,35,47.5,17,0
3/23/2000,0,0,67,45,56,9,0
3/24/2000,0,0,74,48,61,4,0
3/25/2000,0,0,65,44,54.5,10,0
3/26/2000,0.18,0,70,36,53,12,0
3/27/2000,0,0,56,37,46.5,18,0
3/28/2000,0,0,45,32,38.5,26,0
3/29/2000,0,0,56,28,42,23,0
3/30/2000,0,0,56,32,44,21,0
3/31/2000,0,0,64,35,49.5,15,0
4/1/2000,0,0,67,42,54.5,10,0
4/2/2000,0,0,64,50,57,8,0
4/3/2000,0,0,57,40,48.5,16,0
4/4/2000,0,0,48,31,39.5,25,0
4/5/2000,0,0,66,27,46.5,18,0
4/6/2000,0,0,62,47,54.5,10,0
4/7/2000,0.03,0,54,33,43.5,21,0
4/8/2000,0.01,0,43,27,35,30,0
4/9/2000,0,0,65,21,43,22,0
4/10/2000,0.02,0,53,37,45,20,0
4/11/2000,0.64,0,47,33,40,25,0
4/12/2000,0,0,53,31,42,23,0
4/13/2000,0,0,67,32,49.5,15,0
4/14/2000,0,0,71,36,53.5,11,0
4/15/2000,0,0,74,47,60.5,4,0
4/16/2000,1.22,0,71,47,59,6,0
4/17/2000,0.04,0,54,43,48.5,16,0
4/18/2000,0,0,53,43,48,17,0
4/19/2000,0.13,0,72,44,58,7,0
4/20/2000,0.22,0,72,42,57,8,0
4/21/2000,0.04,0,53,39,46,19,0
4/22/2000,0,0,66,36,51,14,0
4/23/2000,0.25,0,58,43,50.5,14,0
4/24/2000,0.16,0,66,44,55,10,0
4/25/2000,0,0,66,39,52.5,12,0
4/26/2000,0,0,70,39,54.5,10,0
4/27/2000,0,0,71,40,55.5,9,0
4/28/2000,0,0,73,41,57,8,0
4/29/2000,0.02,0,69,45,57,8,0
4/30/2000,0,0,76,39,57.5,7,0
5/1/2000,0.4,0,62,49,55.5,9,0
5/2/2000,0,0,73,45,59,6,0
5/3/2000,0.19,0,79,51,65,0,0
5/4/2000,0,0,80,57,68.5,0,4
5/5/2000,0,0,80,58,69,0,4
5/6/2000,0,0,82,59,70.5,0,6
5/7/2000,0.02,0,77,65,71,0,6
5/8/2000,0.02,0,82,67,74.5,0,10
5/9/2000,0.32,0,76,54,65,0,0
5/10/2000,0,0,71,48,59.5,5,0
5/11/2000,0,0,85,52,68.5,0,4
5/12/2000,0.56,0,87,61,74,0,9
5/13/2000,0,0,61,44,52.5,12,0
5/14/2000,0,0,67,39,53,12,0
5/15/2000,0,0,73,44,58.5,6,0
5/16/2000,0,0,78,51,64.5,0,0
5/17/2000,0.04,0,73,56,64.5,0,0
5/18/2000,0.53,0,77,60,68.5,0,4
5/19/2000,0,0,60,47,53.5,11,0
5/20/2000,0,0,57,47,52,13,0
5/21/2000,0,0,69,42,55.5,9,0
5/22/2000,0.57,0,76,55,65.5,0,1
5/23/2000,0.12,0,82,59,70.5,0,6
5/24/2000,0,0,84,56,70,0,5
5/25/2000,0,0,78,54,66,0,1
5/26/2000,0.54,0,68,52,60,5,0
5/27/2000,2.85,0,78,58,68,0,3
5/28/2000,0.01,0,62,54,58,7,0
5/29/2000,0,0,73,52,62.5,2,0
5/30/2000,0,0,83,56,69.5,0,5
5/31/2000,0.01,0,87,66,76.5,0,12
6/1/2000,0,0,88,63,75.5,0,11
6/2/2000,0,0,78,58,68,0,3
6/3/2000,0,0,73,50,61.5,3,0
6/4/2000,0.9,0,74,50,62,3,0
6/5/2000,0,0,61,51,56,9,0
6/6/2000,0,0,73,48,60.5,4,0
6/7/2000,0,0,78,48,63,2,0
6/8/2000,0,0,86,60,73,0,8
6/9/2000,0,0,87,63,75,0,10
6/10/2000,0,0,87,67,77,0,12
6/11/2000,0.21,0,81,69,75,0,10
6/12/2000,0.26,0,86,68,77,0,12
6/13/2000,0,0,89,68,78.5,0,14
6/14/2000,0.77,0,84,67,75.5,0,11
6/15/2000,0,0,81,59,70,0,5
6/16/2000,0.02,0,80,63,71.5,0,7
6/17/2000,0.09,0,71,57,64,1,0
6/18/2000,0,0,76,57,66.5,0,2
6/19/2000,0,0,79,57,68,0,3
6/20/2000,1.26,0,82,66,74,0,9
6/21/2000,0.02,0,79,64,71.5,0,7
6/22/2000,0,0,88,64,76,0,11
6/23/2000,0.62,0,88,62,75,0,10
6/24/2000,0.17,0,80,66,73,0,8
6/25/2000,0,0,84,67,75.5,0,11
6/26/2000,0.17,0,80,64,72,0,7
6/27/2000,0,0,75,61,68,0,3
6/28/2000,0.03,0,77,61,69,0,4
6/29/2000,0,0,78,58,68,0,3
6/30/2000,0,0,79,55,67,0,2
7/1/2000,0,0,81,57,69,0,4
7/2/2000,0,0,86,65,75.5,0,11
7/3/2000,0.03,0,87,70,78.5,0,14
7/4/2000,0.18,0,84,67,75.5,0,11
7/5/2000,0.02,0,86,70,78,0,13
7/6/2000,0,0,86,68,77,0,12
7/7/2000,0,0,82,64,73,0,8
7/8/2000,0,0,84,61,72.5,0,8
7/9/2000,0,0,85,64,74.5,0,10
7/10/2000,0,0,88,72,80,0,15
7/11/2000,1.82,0,83,70,76.5,0,12
7/12/2000,0,0,82,68,75,0,10
7/13/2000,0,0,87,70,78.5,0,14
7/14/2000,0,0,87,68,77.5,0,13
7/15/2000,0,0,83,64,73.5,0,9
7/16/2000,0,0,84,61,72.5,0,8
7/17/2000,0,0,83,62,72.5,0,8
7/18/2000,0.05,0,81,59,70,0,5
7/19/2000,0.02,0,76,58,67,0,2
7/20/2000,0,0,75,55,65,0,0
7/21/2000,0,0,78,58,68,0,3
7/22/2000,0,0,78,53,65.5,0,1
7/23/2000,0,0,77,57,67,0,2
7/24/2000,0,0,82,58,70,0,5
7/25/2000,0,0,82,57,69.5,0,5
7/26/2000,0,0,84,58,71,0,6
7/27/2000,0,0,87,63,75,0,10
7/28/2000,0.08,0,84,64,74,0,9
7/29/2000,0.17,0,76,68,72,0,7
7/30/2000,0.04,0,82,67,74.5,0,10
7/31/2000,0.04,0,82,66,74,0,9
8/1/2000,0,0,87,64,75.5,0,11
8/2/2000,0.48,0,89,66,77.5,0,13
8/3/2000,0,0,78,61,69.5,0,5
8/4/2000,0,0,80,59,69.5,0,5
8/5/2000,0.26,0,76,57,66.5,0,2
8/6/2000,0.02,0,86,70,78,0,13
8/7/2000,0.02,0,86,67,76.5,0,12
8/8/2000,0.05,0,83,69,76,0,11
8/9/2000,0,0,90,70,80,0,15
8/10/2000,0,0,85,64,74.5,0,10
8/11/2000,0,0,87,62,74.5,0,10
8/12/2000,0,0,84,60,72,0,7
8/13/2000,0,0,81,59,70,0,5
8/14/2000,0,0,89,59,74,0,9
8/15/2000,0,0,84,67,75.5,0,11
8/16/2000,0,0,85,65,75,0,10
8/17/2000,0.3,0,97,62,79.5,0,15
8/18/2000,0.01,0,80,62,71,0,6
8/19/2000,0,0,76,59,67.5,0,3
8/20/2000,0,0,78,58,68,0,3
8/21/2000,0,0,84,55,69.5,0,5
8/22/2000,0.19,0,84,67,75.5,0,11
8/23/2000,1.84,0,86,65,75.5,0,11
8/24/2000,0,0,85,61,73,0,8
8/25/2000,0,0,85,59,72,0,7
8/26/2000,0.15,0,83,61,72,0,7
8/27/2000,0,0,82,64,73,0,8
8/28/2000,0.27,0,80,65,72.5,0,8
8/29/2000,0,0,96,67,81.5,0,17
8/30/2000,0,0,93,70,81.5,0,17
8/31/2000,0,0,92,66,79,0,14
9/1/2000,0,0,93,66,79.5,0,15
9/2/2000,0,0,94,68,81,0,16
9/3/2000,0,0,93,68,80.5,0,16
9/4/2000,0,0,79,62,70.5,0,6
9/5/2000,0,0,75,51,63,2,0
9/6/2000,0,0,82,48,65,0,0
9/7/2000,0,0,88,60,74,0,9
9/8/2000,0,0,86,63,74.5,0,10
9/9/2000,0,0,83,65,74,0,9
9/10/2000,0.95,0,77,69,73,0,8
9/11/2000,0.89,0,90,67,78.5,0,14
9/12/2000,0.45,0,78,55,66.5,0,2
9/13/2000,0,0,87,51,69,0,4
9/14/2000,0.09,0,73,52,62.5,2,0
9/15/2000,0,0,67,48,57.5,7,0
9/16/2000,0,0,70,40,55,10,0
9/17/2000,0,0,82,46,64,1,0
9/18/2000,0,0,87,50,68.5,0,4
9/19/2000,0,0,89,53,71,0,6
9/20/2000,0.2,0,73,51,62,3,0
9/21/2000,0,0,68,42,55,10,0
9/22/2000,0.22,0,83,44,63.5,1,0
9/23/2000,0.01,0,78,59,68.5,0,4
9/24/2000,0.41,0,62,51,56.5,8,0
9/25/2000,1.02,0,52,45,48.5,16,0
9/26/2000,0,0,67,37,52,13,0
9/27/2000,0,0,76,42,59,6,0
9/28/2000,0,0,72,46,59,6,0
9/29/2000,0,0,75,43,59,6,0
9/30/2000,0,0,77,44,60.5,4,0
10/1/2000,0,0,81,52,66.5,0,2
10/2/2000,0,0,84,57,70.5,0,6
10/3/2000,0,0,84,57,70.5,0,6
10/4/2000,1.1,0,69,54,61.5,3,0
10/5/2000,0,0,58,47,52.5,12,0
10/6/2000,0,0,51,33,42,23,0
10/7/2000,0,0,49,29,39,26,0
10/8/2000,0,0,49,30,39.5,25,0
10/9/2000,0,0,57,29,43,22,0
10/10/2000,0,0,62,32,47,18,0
10/11/2000,0,0,69,33,51,14,0
10/12/2000,0,0,72,34,53,12,0
10/13/2000,0,0,76,42,59,6,0
10/14/2000,0.52,0,77,53,65,0,0
10/15/2000,0.01,0,69,55,62,3,0
10/16/2000,0.1,0,58,51,54.5,10,0
10/17/2000,0,0,64,47,55.5,9,0
10/18/2000,0,0,68,42,55,10,0
10/19/2000,0,0,74,43,58.5,6,0
10/20/2000,0,0,74,45,59.5,5,0
10/21/2000,0,0,77,46,61.5,3,0
10/22/2000,0,0,66,51,58.5,6,0
10/23/2000,0.02,0,78,59,68.5,0,4
10/24/2000,0,0,71,58,64.5,0,0
10/25/2000,0,0,76,56,66,0,1
10/26/2000,0,0,78,59,68.5,0,4
10/27/2000,0,0,76,56,66,0,1
10/28/2000,0,0,59,42,50.5,14,0
10/29/2000,0,0,63,37,50,15,0
10/30/2000,0.01,0,67,44,55.5,9,0
10/31/2000,0.01,0,74,47,60.5,4,0
11/1/2000,0,0,79,54,66.5,0,2
11/2/2000,0,0,66,48,57,8,0
11/3/2000,0.03,0,63,46,54.5,10,0
11/4/2000,0,0,59,36,47.5,17,0
11/5/2000,0,0,61,33,47,18,0
11/6/2000,0,0,56,43,49.5,15,0
11/7/2000,0.83,0,57,40,48.5,16,0
11/8/2000,0,0,49,39,44,21,0
11/9/2000,1.85,0,45,34,39.5,25,0
11/10/2000,0,0,38,34,36,29,0
11/11/2000,0,0,49,34,41.5,23,0
11/12/2000,0.33,0,52,34,43,22,0
11/13/2000,0.12,0,43,31,37,28,0
11/14/2000,0,0,35,27,31,34,0
11/15/2000,0,0,43,23,33,32,0
11/16/2000,0,0,44,26,35,30,0
11/17/2000,0,0,30,21,25.5,39,0
11/18/2000,0,0,36,17,26.5,38,0
11/19/2000,0,0,43,18,30.5,34,0
11/20/2000,0,0,29,19,24,41,0
11/21/2000,0,0,26,12,19,46,0
11/22/2000,0,0,38,12,25,40,0
11/23/2000,0,0,42,17,29.5,35,0
11/24/2000,0,0,49,22,35.5,29,0
11/25/2000,0.65,0,38,34,36,29,0
11/26/2000,0,0,42,32,37,28,0
11/27/2000,0,0,32,27,29.5,35,0
11/28/2000,0,0,46,25,35.5,29,0
11/29/2000,0.03,0,40,33,36.5,28,0
11/30/2000,0,0,35,33,34,31,0
12/1/2000,0.08,1,34,29,31.5,33,0
12/2/2000,0,0,29,22,25.5,39,0
12/3/2000,0,0,36,20,28,37,0
12/4/2000,0,0,36,21,28.5,36,0
12/5/2000,0,0,34,14,24,41,0
12/6/2000,0.01,0,23,13,18,47,0
12/7/2000,0,0,39,19,29,36,0
12/8/2000,0,0,35,13,24,41,0
12/9/2000,0,0,33,12,22.5,42,0
12/10/2000,0,0,40,28,34,31,0
12/11/2000,0.76,1.1,34,10,22,43,0
12/12/2000,0,0,10,2,6,59,0
12/13/2000,0.49,4.9,23,3,13,52,0
12/14/2000,0,0,22,99,99,0,0
12/15/2000,0.02,0,31,-1,15,50,0
12/16/2000,0.06,1.3,35,7,21,44,0
12/17/2000,0.01,0,7,2,4.5,60,0
12/18/2000,0.07,2,19,1,10,55,0
12/19/2000,0,0.2,16,1,8.5,56,0
12/20/2000,0.03,0.4,19,-3,8,57,0
12/21/2000,0.04,0.6,21,99,99,0,0
12/22/2000,0,0,6,-4,1,64,0
12/23/2000,0,0,23,3,13,52,0
12/24/2000,0,0,10,-1,4.5,60,0
12/25/2000,0,0,15,-2,6.5,58,0
12/26/2000,0.02,0.3,19,8,13.5,51,0
12/27/2000,0,0,18,9,13.5,51,0
12/28/2000,0.01,0.2,21,5,13,52,0
12/29/2000,0.1,2.2,18,12,15,50,0
12/30/2000,0.02,0.3,26,15,20.5,44,0
12/31/2000,0.01,0.2,24,9,16.5,48,0
1/1/2001,0.02,0.3,20,5,12.5,52,0
1/2/2001,0,0,18,0,9,56,0
1/3/2001,0,0,25,4,14.5,50,0
1/4/2001,0,0,30,17,23.5,41,0
1/5/2001,0,0,36,19,27.5,37,0
1/6/2001,0,0,36,14,25,40,0
1/7/2001,0,0,36,25,30.5,34,0
1/8/2001,0,0,25,12,18.5,46,0
1/9/2001,0,0,24,8,16,49,0
1/10/2001,0,0,35,12,23.5,41,0
1/11/2001,0.02,0,35,17,26,39,0
1/12/2001,0.01,0.2,36,29,32.5,32,0
1/13/2001,0,0,33,31,32,33,0
1/14/2001,0.06,0,37,32,34.5,30,0
1/15/2001,0,0,34,32,33,32,0
1/16/2001,0,0,32,26,29,36,0
1/17/2001,0,0,31,22,26.5,38,0
1/18/2001,0,0,35,19,27,38,0
1/19/2001,0.01,0.1,31,19,25,40,0
1/20/2001,0,0,25,14,19.5,45,0
1/21/2001,0,0,35,15,25,40,0
1/22/2001,0,0,39,16,27.5,37,0
1/23/2001,0,0,38,25,31.5,33,0
1/24/2001,0,0,28,18,23,42,0
1/25/2001,0,0,32,13,22.5,42,0
1/26/2001,0.29,2.7,33,18,25.5,39,0
1/27/2001,0,0,28,18,23,42,0
1/28/2001,0.28,0.4,31,12,21.5,43,0
1/29/2001,0.5,0,44,31,37.5,27,0
1/30/2001,0.13,0,38,32,35,30,0
1/31/2001,0,0,34,28,31,34,0
2/1/2001,0,0,37,9,23,42,0
2/2/2001,0.01,0.1,15,-1,7,58,0
2/3/2001,0.01,0.1,35,14,24.5,40,0
2/4/2001,0.01,0,47,30,38.5,26,0
2/5/2001,0,0,33,25,29,36,0
2/6/2001,0,0,42,28,35,30,0
2/7/2001,0,0,45,24,34.5,30,0
2/8/2001,0.35,0,59,40,49.5,15,0
2/9/2001,0.71,0,57,21,39,26,0
2/10/2001,0,0,27,15,21,44,0
2/11/2001,0,0,36,16,26,39,0
2/12/2001,0,0,39,22,30.5,34,0
